modelo,mae,rmse,sesgo,municipio,variable,modelo_seleccionado
seasonal_naive,0.3548979826328067,0.49944813770648055,-0.16575166652766862,La Merced,temp_min,sarima
random_forest_lags,0.48359233057277007,0.6480823363019534,-0.22626452020569998,La Merced,temp_min,sarima
random_forest_lags,0.8721579729784203,0.9909441653577018,-0.0014476180667955146,La Merced,temp_max,random_forest_lags
seasonal_naive,0.9623349383167673,1.114703116584905,-0.24721971810583623,La Merced,temp_max,random_forest_lags
sarima,0.9953193541363461,1.2571731125057546,0.6031660650691916,La Merced,temp_max,random_forest_lags
seasonal_naive,10.199002882599585,13.681897444238283,-1.431267470300494,La Merced,et_real_mm,seasonal_naive
sarima,9.227359203145992,13.739657000761751,1.840528394255059,La Merced,et_real_mm,seasonal_naive
random_forest_lags,10.754160353830096,13.848161288793845,-3.083349964033746,La Merced,et_real_mm,seasonal_naive
sarima,7.084335244172363,8.714481220383712,-5.266019939574166,La Merced,et_potencial_mm,sarima
seasonal_naive,7.213939989517819,8.899645308331815,-5.620286512928023,La Merced,et_potencial_mm,sarima
random_forest_lags,8.05868853589386,10.558688614872429,-7.481000932446868,La Merced,et_potencial_mm,sarima
seasonal_naive,0.037497969107478366,0.04649788199069096,-0.0051309358242946825,La Merced,ndvi_mean,seasonal_naive
random_forest_lags,0.04356520033348605,0.053136830505317194,0.00013674311249882123,La Merced,ndvi_mean,seasonal_naive
sarima,0.04642713409937798,0.05466131127107779,-0.0034901973227615124,La Merced,ndvi_mean,seasonal_naive
seasonal_naive,0.06256821862348177,0.10444288788422351,-0.011985897435897432,La Merced,ndvi_min,seasonal_naive
